Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Ngành nghề,Kinh nghiệm,Hình thức,Yêu cầu,Link
"cộng tác viên kế toán, thực tập sinh digital marketing, nhân viên bán hàng part-time/full-time 2023",thời trang nữ rechic ,Thỏa thuận,Hồ Chí Minh,HẠN CUỐI: 31/1/2024,"Marketing, Truyền Thông, PR",0,Toàn thời gian; Thực tập,"YÊU CẦU ỨNG VIÊN Tốt nghiệp các ngành đào tạo về Marketing, Quản trị kinh doanh, Digital Marketing,...Yêu thích và có khả năng phân tích dữ liệu để đo lường và tối ưu hóa chiến dịch một cách hiệu quả. Luôn cập nhật các xu hướng mới nhất của ngành, các nền tảng tiếp thị mới để áp dụng vào các chiến dịch mình phụ trách.Tinh thần dám nghĩ dám làm, tư duy theo lối giải quyết vấn đề.",https://ybox.vn/tuyen-dung/hn-hcm-thoi-trang-nu-rechic-tuyen-dung-cong-tac-vien-ke-toan-thuc-tap-sinh-digital-marketing-nhan-vien-ban-hang-part-time-full-time-2023-6581403b4d39f6029f9f4474
nhân viên kinh doanh b2b full-time 2023,công ty thương mại điện tử nguồn 22 ,Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng; Từ 8 Triệu - Dưới 10 Triệu VNĐ / Tháng; Từ 15 Triệu - Dưới 20 Triệu VNĐ / Tháng,Hà Nội,HẠN CUỐI: 31/1/2024,Bán hàng (Sales),6 tháng,Toàn thời gian,"YÊU CẦU ỨNG VIÊN1/ Giới tính: Không yêu cầu2/ Độ tuổi: Ưu tiên dưới 35 tuổi3/ Học vấn, kinh nghiệm, kiến thức- Tốt nghiệp các trường Cao Đẳng, Đại học các ngành quản trị Kinh doanh, kinh tế…- Có từ 01 năm kinh nghiệm thực chiến ở vị trí sales B2B hoặc phát triển hệ thống đại lý. (Ưu tiên ứng viên từng làm việc tại các hệ thống chuỗi bán lẻ).4/ Kỹ năng- Khả năng giao tiếp, truyền đạt, đàm phán tốt.- Khả năng sắp xếp, phân tích công việc, giải quyết vấn đề tốt.- Kỹ năng chốt sale.- Khả năng làm việc độc lập và  dưới áp lực cao.- Có khả năng phối hợp tốt với các bộ phận: Marketing, Cửa hàng, Thiết kế, khối Sản xuất5/Thái độ-Nhanh nhẹn, nhiệt tình và có tinh thần trách nhiệm cao trong công việc.- Chủ động và thích ứng nhanh với sự thay đổi.- Kiên trì, bám đuổi mục tiêu : “ không bỏ cuộc”, luôn tìm giải pháp cho mọi vấn đề. ",https://ybox.vn/tuyen-dung/hn-cong-ty-thuong-mai-dien-tu-nguon-22-tuyen-dung-nhan-vien-kinh-doanh-b2b-full-time-2023-6582659451e6256048acb319
digital marketing specialist full-time 2023,công ty vietso agency ,Thỏa thuận,Hồ Chí Minh,HẠN CUỐI: 29/12/2023,"Marketing, Truyền Thông, PR",6 tháng,Toàn thời gian,YÊU CẦU ỨNG VIÊNKỹ năng: SEO và SEM; phân tích dữ liệu ; Cập nhật và cải tiến; kiến thức về marketingTìm hiểu thêm về nguồn nhân lực của Vietso tuyển chọnhttps://youtu.be/weQwMSMsm_8,https://ybox.vn/tuyen-dung/hcm-cong-ty-vietso-agency-tuyen-dung-digital-marketing-specialist-full-time-2023-6582cff378b48507e910c087
account executive full-time 2023,công ty cổ phần asatsu-dk việt nam ,Thỏa thuận,Hồ Chí Minh,DEADLINE: 29/12/2023,"Marketing, Truyền Thông, PR; Hành chính, Nhân sự",6 tháng,Toàn thời gian,"REQUIREMENTSAt least 01 year of account management role. Worked at a digital agency is a plus.Good Analytical skills as well as communication skills (oral and written)Interpersonal and presentation skills.Effective team working skills.Proactive, positive attitude, creative thinking, good problem-solving skills, willing to learn, adapt and operate with a dynamic and fast-moving work environment.Be able to work under high pressure and meet deadlines.Good at Microsoft (Word, Excel, Outlook, PowerPoint, etc.)Fluent in written and spoken English.",https://ybox.vn/tuyen-dung/hcm-cong-ty-co-phan-asatsu-dk-viet-nam-tuyen-dung-account-executive-full-time-2023-6582ce59b98831070fd3028b
thực tập sinh nhân sự part-time/full-time 2024,công ty qt-group ,Không lương,Hồ Chí Minh; Đà Nẵng; Hà Nội; Huế; Khác; Nước Ngoài,HẠN CUỐI: 31/1/2024,"Hành chính, Nhân sự",0,Thực tập; Toàn thời gian; Bán thời gian,"YÊU CẦU ỨNG VIÊNTrình độ: Sinh viên năm 1 đến cử nhân tốt nghiệp đại học/cao đẳng chuyên ngành kinh tế, quản trị nhân sự hành chính, ...Có khả năng làm việc với thái độ làm việc tích cực và chủ động.Chủ động trong công việc, có tinh thần trách nhiệm, có tinh thần làm việc nhóm, có khả năng nghiên cứu công việc mới, thực hiện các yêu cầu từ cấp trên.",https://ybox.vn/tuyen-dung/online-cong-ty-qt-group-tuyen-dung-thuc-tap-sinh-nhan-su-part-time-full-time-2024-65824a4ff6792d5a0cc77eca
nhân viên content creator full-time 2023,công ty truyền thông dap media ,Từ 8 Triệu - Dưới 10 Triệu VNĐ / Tháng; Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng; Từ 15 Triệu - Dưới 20 Triệu VNĐ / Tháng,Hà Nội,HẠN CUỐI: 19/1/2024,"Marketing, Truyền Thông, PR",6 tháng,Toàn thời gian,"YÊU CẦU ỨNG VIÊNCó kinh nghiệm tại vị trí Content Creator > 6 tháng.Có kinh nghiệm lên kịch bản/ nội dung sáng tạo, xây dựng thương hiệu, tham gia thực chiến các kênh Social Media.Tư duy thẩm mĩ và hình ảnh tốt.Sáng tạo, nhạy bén và chủ động trong công việc.Có khả năng làm việc nhóm, năng động, nhiệt tình, trách nhiệm.",https://ybox.vn/tuyen-dung/hn-cong-ty-truyen-thong-dap-media-tuyen-dung-nhan-vien-content-creator-full-time-2023-65826c13254ad5658e249c65
thực tập sinh content marketing part-time 2023,công ty digitalcare ,Từ 1 Triệu - Dưới 4 Triệu VNĐ / Tháng,Hồ Chí Minh,HẠN CUỐI: 24/12/2023,"Marketing, Truyền Thông, PR",0,Thực tập; Bán thời gian,"YÊU CẦU ỨNG VIÊNƯu tiên biết sử dụng phần mềm Ai, Ps, Power Point.Hiểu biết cơ bản về nền tảng social media đối với từng ngành, có khả năng viết lách đa lĩnh vực cũng là một lợi thế.Có Laptop để làm việc.Có khả năng chịu áp lực công việc, sáng tạo, có tinh thần trách nhiệm và lắng nghe ý kiến khách hàng.   Đáp ứng thời gian làm việc tối thiểu 8 buổi/tuần từ Thứ 2 - Thứ 6 (được đăng kí thời gian làm việc).Có kinh nghiệm là một lợi thế.",https://ybox.vn/tuyen-dung/hcm-cong-ty-digitalcare-tuyen-dung-thuc-tap-sinh-content-marketing-part-time-2023-6581500131b5380669a6dabd
chuyên viên marketing part-time/full-time 2023,tiệm bánh bao thuý đỗ ,Từ 8 Triệu - Dưới 10 Triệu VNĐ / Tháng,Hồ Chí Minh,HẠN CUỐI: 5/1/2024,"Marketing, Truyền Thông, PR",6 tháng,Online; Toàn thời gian; Bán thời gian,"YÊU CẦU ỨNG VIÊN- Có khoảng 1 năm kinh nghiệm ở vị trí tương đương- Có tinh thần học hỏi không ngừng: xem nhiều nội dung khác nhau trên nhiều nền tảng và có tư duy vận dụng tốtĐịa điểm làm việc: số 174 Lâm Văn Bền, quận 7, TP HCM",https://ybox.vn/tuyen-dung/online-hcm-tiem-banh-bao-thuy-do-tuyen-dung-chuyen-vien-marketing-part-time-full-time-2023-65814fa11a9b5604f5f7b026
thực tập sinh partnership (sme) full-time 2023,công ty truyền thông và công nghệ pmax ,Từ 4 Triệu - Dưới 8 Triệu VNĐ / Tháng,Hồ Chí Minh,DEADLINE: 5/1/2024,"Bán hàng (Sales); Business/ Data Analyst, Business Intelligence(Phân Tích Kinh Doanh)",0,Toàn thời gian; Thực tập,"REQUIREMENTSMust haveOutstanding communication and interpersonal skillsExcellent organizational and time management skillsStrong critical thinking, problem solving and negotiation skills.Networking aptitudeGreat multitasking skillsAttention to detailsGood to haveIn-depth knowledge of digital marketingIn-depth understanding with experiences in agency businesses",https://ybox.vn/tuyen-dung/hcm-cong-ty-truyen-thong-va-cong-nghe-pmax-tuyen-dung-thuc-tap-sinh-partnership-sme-full-time-2023-658142e549c39a02c82a9ee5
part-time/ full-time: lễ tân & nhân viên bán hàng 2023 (không yêu cầu kinh nghiệm),công ty thời trang ecochic việt nam ,Từ 1 Triệu - Dưới 4 Triệu VNĐ / Tháng; Từ 4 Triệu - Dưới 8 Triệu VNĐ / Tháng,Hà Nội,HẠN CUỐI: 27/12/2023,"Bán hàng (Sales); Hành chính, Nhân sự; Khác",0,Bán thời gian,"YÊU CẦU ỨNG VIÊNỨng viên Nữ, ngoại hình ưa nhìnGiao tiếp lưu loát, có kĩ năng chốt sales, up sales là một lợi thế lớnSiêng năng, tỉ mỉ, cẩn thận, trung thựcNhanh nhẹn, tinh tế.",https://ybox.vn/tuyen-dung/hn-cong-ty-thoi-trang-ecochic-viet-nam-tuyen-dung-part-time-full-time-le-tan-and-nhan-vien-ban-hang-2023-khong-yeu-cau-kinh-nghiem-6582b5964eecae7e1fb47932
"cộng tác viên social content, chuyên viên marcom part-time/full-time 2023",kênh sáng tạo và sản xuất nội dung podcast in-your-sight media ,Từ 4 Triệu - Dưới 8 Triệu VNĐ / Tháng,Hồ Chí Minh; Hà Nội; Đà Nẵng; Huế; Khác,HẠN CUỐI: 31/12/2023,"Marketing, Truyền Thông, PR",6 tháng,Toàn thời gian; Online,"YÊU CẦU ỨNG VIÊN SOWChịu trách nhiệm chính về tăng trưởng kênh MarCom (đặc biệt là Social)- Sản xuất Content đa định dạng (chữ, hình, video, âm thanh...- PR (tương tác với kênh khác, seeding)- Quản lý Team Content Collab- Facebook ads (là một điểm cộng, không thì cũng không trừ)Tư duy thẩm mỹ tốt- Writing (biết trình bày văn bản, ngắt câu xuống dòng phù hợp)- Video editing (more than capcut giật giật but less than video show)- Visual design (Canva is ok, Freepik is fine, Paint is ""EPIC""!)Cơ chế chuyển đổi giữa Anh - Việt mượt mà, mash-up cũng được, nhưng đừng viết 'podcast' thành 'postcard', đừng lạm dụng thuật ngữ và đừng sai chính tả khi combat.-----Hãy gửi 1 bản Portfolio hoàn chỉnh thay cho bản CV liệt kê timeline hay kỹ năng. Vì điều đó sẽ giúp chúng ta hiểu được nhau và Leader có thể tạo cho bạn môi trường phát huy được những kinh nghiệm bạn đã có, cũng như khai thác những tiềm năng trong bạn.ĐỪNG APPLY NẾU BẠN CHƯA TỪNG TIÊU THỤ NỘI DUNG PODCAST.",https://ybox.vn/tuyen-dung/online-kenh-sang-tao-va-san-xuat-noi-dung-podcast-in-your-sight-media-tuyen-dung-cong-tac-vien-social-content-chuyen-vien-marcom-part-time-full-time-2023-6581077c50cbd56fddfb707f
thực tập sinh sales marketing part-time 2023,công ty digital marketing datacare ,Từ 1 Triệu - Dưới 4 Triệu VNĐ / Tháng; Thỏa thuận,Hồ Chí Minh,HẠN CUỐI: 24/12/2023,"Bán hàng (Sales); Marketing, Truyền Thông, PR",0,Thực tập; Bán thời gian,"YÊU CẦU ỨNG VIÊN- Là sinh viên năm 3, 4 hoặc vừa mới tốt nghiệp các trường ĐH, CĐ- Hiểu biết cơ bản về nền tảng social media - Quan tâm, yêu thích và định hướng về sales- Đáp ứng thời gian làm việc tối thiểu 8 buổi/tuần từ Thứ 2 - Thứ 6 (Được đăng kí thời gian làm việc linh hoạt)- Có laptop để làm việc - Năng động, sáng tạo, có tinh thần học hỏi và cầu tiến",https://ybox.vn/tuyen-dung/hcm-cong-ty-digital-marketing-datacare-tuyen-dung-thuc-tap-sinh-sales-marketing-part-time-2023-65829a31bfdc627831e4f934
"thực tập sinh kế toán, chuyên viên vận hành full-time 2023",ứng dụng calibee ,Thỏa thuận,Hồ Chí Minh,HẠN CUỐI: 10/1/2024,"Hành chính, Nhân sự",6 tháng,Toàn thời gian,"YÊU CẦU ỨNG VIÊNNữ có từ 6 tháng kinh nghiệm trong ngành khách sạn, quản lý tòa nhà. Có khả năng Tech SavvyTốt nghiệp bằng Cử nhân chuyên ngành Quản trị khách sạn, Quản lý vận hành hoặc các chuyên ngành liên quan.",https://ybox.vn/tuyen-dung/hcm-ung-dung-calibee-tuyen-dung-thuc-tap-sinh-ke-toan-chuyen-vien-van-hanh-full-time-2023-6581123277e1a06ce91181d5
thực tập sinh telemarketing full-time 2023,công ty truyền thông global sources việt nam ,Từ 4 Triệu - Dưới 8 Triệu VNĐ / Tháng,Hồ Chí Minh,DEADLINE: 29/12/2023,Bán hàng (Sales),0,Thực tập; Toàn thời gian,"REQUIREMENTSKEY RESPONSIBILITIESSearch For Contact Information: 20%·       Search for the contact information of the companies based on the provided listConduct calls: 40%·       Conduct outbound calls to local and overseas customers (visitors) from provided lists or databases to introduce our trade show and get the pre-registration for visitConnect via email or other platforms: 30%·       Connect and send messages to local and overseas customers via Email, Zalo, Whatsapp, or other platformsFollow up the outcomes and others: 10%·       Maintain detailed records of calls and messages·       Other tasks requested by the team leaderQUALIFICATIONS AND SKILLS·       Some college education preferred. English is a must.·       Proven experience in telemarketing, sales, or customer service is a plus.·       Excellent communication and interpersonal skills.·       Goal-oriented with a strong desire to achieve and exceed targets.",https://ybox.vn/tuyen-dung/hcm-cong-ty-truyen-thong-global-sources-viet-nam-tuyen-dung-thuc-tap-sinh-telemarketing-full-time-2023-657ff138f2c6b71b710f60bd
"thực tập sinh quản lý tập sự, truyền thông nội bộ, pháp chế và kiểm soát nội bộ full-time 2023",công ty docorp ,Từ 1 Triệu - Dưới 4 Triệu VNĐ / Tháng,Đà Nẵng,HẠN CUỐI: 31/12/2023,"Hành chính, Nhân sự",0,Thực tập; Toàn thời gian,"YÊU CẦU ỨNG VIÊN- Sinh viên năm cuối các trường Đại học tại Đà Nẵng; Học lực giỏi (GPA 3.2/4.0 trở lên)- Có thể thực tập fulltime từ sáng Thứ Hai đến hết Sáng Thứ Bảy (08h30 - 12h00; 13h30 - 17h30)– Sử dụng tốt Tin học văn phòng (Word, Excel, Google Drive, Power point).– Năng lực quản lý hiệu suất cá nhân (quản lý thời gian, công việc, năng lượng bản thân).– Kỹ năng giao tiếp, truyền đạt tốt– Kỹ năng nắm bắt và xử lý các thông tin nhanh, chính xác.– Khả năng làm việc dưới áp lực cao.- Làm quy trình, hệ thống",https://ybox.vn/tuyen-dung/da-nang-cong-ty-docorp-tuyen-dung-thuc-tap-sinh-quan-ly-tap-su-truyen-thong-noi-bo-phap-che-va-kiem-soat-noi-bo-full-time-2023-6581555f02d666061fb9fd53
nhân viên tư vấn bán hàng full-time 2023,công ty z holding ,Từ 8 Triệu - Dưới 10 Triệu VNĐ / Tháng; Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng; Từ 4 Triệu - Dưới 8 Triệu VNĐ / Tháng,Hà Nội,HẠN CUỐI: 3/1/2024,Bán hàng (Sales),0,Toàn thời gian,"YÊU CẦU ỨNG VIÊN- Có Laptop cá nhân.-  Phát âm rõ ràng, giọng nói dễ nghe- Thành thạo các kĩ năng bán hàng, giao tiếp và đàm phán- Thành thạo kĩ năng quản trị mối quan hệ- Điềm tĩnh, có khả năng xử lí các tình huống bị từ chối hoặc các vấn đề phát sinh",https://ybox.vn/tuyen-dung/hn-cong-ty-z-holding-tuyen-dung-nhan-vien-tu-van-ban-hang-full-time-2023-6582755fad7d8a6649d5ca5d
trưởng nhóm truyền thông full-time 2023,công ty z holding ,Thỏa thuận,Hà Nội,HẠN CUỐI: 2/1/2024,"Marketing, Truyền Thông, PR",6 tháng,Toàn thời gian,"YÊU CẦU ỨNG VIÊNTốt nghiệp Đại học trở lên; ưu tiên ngành: Truyền thông, Marketing;Có trên 2 năm kinh nghiệm làm Leader Truyền thông. Ưu tiên ứng viên mạnh về lĩnh vực Truyền thông hoặc Branding.Thành thạo tin học văn phòng, các phần mềm, ứng dụng liên quan đến chuyên môn;Có khả năng lập kế hoạch, xây dựng chiến lược ngắn, trung và dài hạn. Kỹ năng phân tích, tư duy logic;Kỹ năng giao tiếp, thuyết trình;Kỹ năng lập kế hoạch và Tổ chức và triển khai kế hoạch;Kỹ năng làm việc nhóm;Năng động, sáng tạo, nhiều ý tưởng, tư duy nhanh nhẹn và chủ động trong công việc;Yêu thích, có kiến thức và kinh nghiệm tổ chức các sự kiện văn hóa tập thể, phong trào.Nhiệt tình, chịu khó, tích cực trong các hoạt động gắn kết và có trách nhiệm trong công việc;Là người hướng ngoại, yêu thích hoạt động sự kiện, truyền thông;Có định hướng làm việc lâu dài, gắn bó với công ty.Có khả năng xây dựng đội nhóm, cổ động phong trào.",https://ybox.vn/tuyen-dung/hn-cong-ty-z-holding-tuyen-dung-truong-nhom-truyen-thong-full-time-2023-65815c4e7926ef0bcb3e8e8f
thực tập sinh kế toán full-time 2023,công ty the weekend studio ,Thỏa thuận,Hồ Chí Minh,HẠN CUỐI: 20/1/2024,"Kế toán, Kiểm toán",0,Thực tập; Toàn thời gian,"YÊU CẦU ỨNG VIÊNYêu cầu công việc1. Không yêu cầu kinh nghiệm2. Cẩn thận, nhanh nhẹn, trung thực và có trách nhiệm với công việc3. Ưu tiên ứng viên tốt nghiệp chuyên ngành tài chính kế toán, kiểm toán4. Có laptop cá nhân",https://ybox.vn/tuyen-dung/hcm-cong-ty-the-weekend-studio-tuyen-dung-thuc-tap-sinh-ke-toan-full-time-2023-658159cdf36a0d0a05cde1d2
nhân viên kinh doanh full-time 2023,công ty thiết kế ấn phẩm trustify partners ,Thỏa thuận,Hồ Chí Minh,HẠN CUỐI: 31/1/2024,Bán hàng (Sales),0,Toàn thời gian,"YÊU CẦU ỨNG VIÊNYêu cầu kinh nghiệmCao đẳng trở lên, ưu tiên các bạn sinh viên tốt nghiệp ngành thiết kế đồ hoạ muốn làm nhân viên kinh doanh Chào đón các bạn sinh viên năm tư có thể đi làm toàn thời gian hoặc các bạn mới ra trường thực sự yêu thích công việc salesThành thạo G-suite và Microsoft 365. Biết áp dụng các công cụ hỗ trợ, công nghệ… để nâng cao hiệu suất công việcBiết phân tích nội dung thiết kế, yêu cầu từ khách hàng và chuyển tải ý tưởng đến team thiết kếKhả năng bắt trend, tư duy sáng tạo tốt, yêu thích những điều mới lạCó khả năng tự học hỏi, viết bài, và thiết kế canva cơ bảnKhả năng làm việc độc lập và làm việc nhóm. Chủ động và biết sắp xếp trong công việcThái độ tích cực, có trách nhiệm, cầu tiến, năng động và không ngại thay đổiĐam mê với ngành thiết kế đồ hoạ là một lợi thế",https://ybox.vn/tuyen-dung/hcm-cong-ty-thiet-ke-an-pham-trustify-partners-tuyen-dung-nhan-vien-kinh-doanh-full-time-2023-6581598601b8230ab8ac85ca
thực tập sinh planning full-time 2023,công ty truyền thông quảng cáo purpose.ant ,Thỏa thuận,Hồ Chí Minh,DEADLINE: 17/1/2024,"Marketing, Truyền Thông, PR",0,Thực tập; Toàn thời gian,"REQUIREMENTSSuccess Measurements: · Ability to conduct in-depth research and develop actionable insights.· Knowledge of brand and communications planning.· Understanding of digital practices, consumers, traditional media, social networks and brands.· Understanding of local channels and how they can be harnessed for a variety of clients.· Sharp deck writing and presentation skills.· Being provocative: thinking differently, making new rules, surprising with solutions.Last but not least, you should be:· A third-year/last-year student or fresh graduate in relevant fields.· Be able to join a full-time internship in 3 months (start as soon as possible).",https://ybox.vn/tuyen-dung/hcm-cong-ty-truyen-thong-quang-cao-purpose-ant-tuyen-dung-thuc-tap-sinh-planning-full-time-2023-657ec3676c7798498708c5fa
thực tập sinh chăm sóc khách hàng & kinh doanh part-time/ full-time 2024,nền tảng tự động hóa marketing aligo ,Thỏa thuận; Từ 1 Triệu - Dưới 4 Triệu VNĐ / Tháng; Từ 4 Triệu - Dưới 8 Triệu VNĐ / Tháng; Từ 8 Triệu - Dưới 10 Triệu VNĐ / Tháng,Hồ Chí Minh,HẠN CUỐI: 2/1/2024,Bán hàng (Sales),0,Thực tập; Toàn thời gian; Bán thời gian; Khác,"YÊU CẦU ỨNG VIÊNThời gian làm việc: Giờ hành chính (Được hỗ trợ nghỉ theo lịch học, không quá 3 buổi/ tuần (1 buổi = 1/2 ngày))Chấp nhận bạn chưa có kinh nghiệm hoặc chuyên môn: Sẽ được đào tạo sâuCó laptop cá nhânCó kinh nghiệm trong việc tư vấn khách hàng, bán hàng, telesale là 1 lợi thếYêu thích công việc chăm sóc và tư vấn khách hàng ",https://ybox.vn/tuyen-dung/hcm-nen-tang-tu-dong-hoa-marketing-aligo-tuyen-dung-thuc-tap-sinh-cham-soc-khach-hang-and-kinh-doanh-part-time-full-time-2024-658186dfd233ba15c80eec62
cộng tác viên dịch thuật part-time/full-time 2023,công ty the7 ,Thỏa thuận,Hồ Chí Minh,HẠN CUỐI: 19/1/2024,"Biên, Phiên dịch",6 tháng,Online,"YÊU CẦU ỨNG VIÊNĐã tốt nghiệp chương trình đại học các chuyên ngành biên dịch hoặc ngôn ngữ Anh và đã/đang làm việc tại vị trí tương ứng với chuyên ngành muốn dịch thuật.Ứng viên không xuất thân từ ngành về Biên dịch hoặc ngôn ngữ Anh cần phải đáp ứng điều kiện: đã/đang làm việc liên quan đến chuyên ngành muốn dịch thuật và thường xuyên làm việc với tài liệu tiếng Anh trong quá trình làm việc (Nêu chi tiết đính kèm trong CV)Ứng viên chưa tốt nghiệp đại học bắt buộc phải là sinh viên năm cuối cấp của một chuyên ngành về Biên Phiên Dịch hoặc Ngôn ngữ Anh. Tạo điều kiện đào tạo SINH VIÊN THỰC TẬPƯu tiên ứng viên thỏa ít nhất 1 trong 3 điều kiện: Có kinh nghiệm dịch thuật chuyên nghiệp thực tế; đã tham gia các khóa đào tạo phiên dịch chính quy từ các trường đại học; có bằng cấp Anh văn học thuật quốc tế (IELST, TOEFL)Có khả năng dịch tối thiểu 10 trang nội dung (Khoảng 4000 từ/tuần)Sắp xếp lịch làm việc cụ thể dành cho công việc dịch thuật Freelance.Thành thạo sử dụng các phần mềm văn phòng, gửi/nhận email, có điện thoại di động.Có tinh thần trách nhiệm, nhiệt tình, trung thực; Có ý chí cầu tiến, ham học hỏi.",https://ybox.vn/tuyen-dung/online-hcm-cong-ty-the7-tuyen-dung-cong-tac-vien-dich-thuat-part-time-full-time-2023-6581441308b5e6034ab721ac
digital intern full-time 2023,tập đoàn truyền thông & quảng cáo đa quốc gia dentsu vietnam ,Từ 1 Triệu - Dưới 4 Triệu VNĐ / Tháng,Hồ Chí Minh,DEADLINE: 8/1/2024,"Marketing, Truyền Thông, PR",0,Toàn thời gian,"REQUIREMENTS- Full-time working basis is a must- Fluent English communication- Good with data/numbers is a MUST (please note that our scope of work is NOT related to creating content or designing)- Be responsible, proactive, and curious about new things",https://ybox.vn/tuyen-dung/hcm-tap-doan-truyen-thong-and-quang-cao-da-quoc-gia-dentsu-vietnam-tuyen-dung-digital-intern-full-time-2023-6581c4b67bef2d39820fb14d
nhân viên kinh doanh digital marketing full-time 2024,công ty adsagency.vn ,Thỏa thuận,Hồ Chí Minh,HẠN CUỐI: 1/1/2024,Bán hàng (Sales),0,Toàn thời gian,"YÊU CẦU ỨNG VIÊN- Có laptop cá nhân để làm việc- Kỹ năng giao tiếp thuyết phục, yêu thích kinh doanh, bán hàng- Có hiểu biết về lĩnh vực Marketing, PR. Biết căn bản về Google Ads + Facebook Ads- Có kinh nghiệm làm việc trực tiếp với khách hàng",https://ybox.vn/tuyen-dung/hcm-cong-ty-adsagency-vn-tuyen-dung-nhan-vien-kinh-doanh-digital-marketing-full-time-2024-65813d995512bd7e2ba01f07
