Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
Performance Marketing Manager (Gaming Industry),Công Ty TNHH Athena Studio,$2000 - $3000,H? Chí Minh,22/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Google Ads Planner, Mobile Ad Network, Growth Hacking, Performance Marketing",https://www.vietnamworks.com/performance-marketing-manager-gaming-industry--1717223-jv?source=searchResults&searchType=2&placement=1717223&sortBy=date
Chuyên Viên SEO,SmartOSC,Th??ng L??ng,Hà N?i,08/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","SEO, Keyword Research, site analysis, Search Analysis, SEO &amp; Marketing",https://www.vietnamworks.com/chuyen-vien-seo--1723286-jv?source=searchResults&searchType=2&placement=1723286&sortBy=date
Digital Marketing Executive,RT Holdings,Th??ng L??ng,H? Chí Minh,05/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Online Marketing, SEO, Social Media",https://www.vietnamworks.com/digital-marketing-executive-609--1721879-jv?source=searchResults&searchType=2&placement=1721879&sortBy=date
"[Hanoi] Assistant Manager, Marketing (Real Estate Background is preferred)",Frasers Property Vietnam,Th??ng L??ng,Hà N?i,05/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Real Estate, Communication Marketing, Agency Relationship Management, Marketing Planning, Industrial Park",https://www.vietnamworks.com/hanoi-assistant-manager-marketing-real-estate-background-is-preferred--1721975-jv?source=searchResults&searchType=2&placement=1721975&sortBy=date
Marketing Manager,Công Ty TNHH Instanta Vi?t Nam,Th??ng L??ng,H?i Phòng,24/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","FMCG, English, Budget Tracking, Digital Marketing, Trade Marketing",https://www.vietnamworks.com/marketing-manager-1377--1718310-jv?source=searchResults&searchType=2&placement=1718310&sortBy=date
Product Marketing Assistant Manager,Home Credit Vietnam - Explore Your Dream Team,Th??ng L??ng,H? Chí Minh,05/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Product Marketing, Digital Marketing, User Experience",https://www.vietnamworks.com/product-marketing-assistant-manager--1722137-jv?source=searchResults&searchType=2&placement=1722137&sortBy=date
Tr??ng Phòng Marketing,Công Ty C? Ph?n Thi?t K? Và Xây D?ng Greenhn,$700 - $1000,Hà N?i,08/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Planning, Xây D?ng, Marketing Development, L?p K? Ho?ch Marketing, Nghiên C?u Th? Tr??ng",https://www.vietnamworks.com/truong-phong-marketing--1723120-jv?source=searchResults&searchType=2&placement=1723120&sortBy=dat
Brand & Marketing Specialist,"V?n Phòng ??i Di?n Jomoo (Xiamen) Construction Materials CO., LTD T?i Thành Ph? H? Chí Minh",Th??ng L??ng,Hà N?i,11/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Brand Marketing, Marketing Strategy, Social Media Campaign, Digital Marketing Tools, Branding Development",https://www.vietnamworks.com/brand-marketing-specialist--1723578-jv?source=searchResults&searchType=2&placement=1723628&sortBy=date
Nhân Viên Kinh Doanh Hàng Gia D?ng (?ng Viên Không Kinh Nghi?m ???c ?ào T?o),Công Ty C? Ph?n ??u T? Và Th??ng M?i Khang Vi?t,$643 - $2000,Hà N?i,11/12/2023,M?i T?t Nghi?p,Kinh Doanh,"Tìm Ki?m Th? Tr??ng, Xây D?ng K? Ho?ch Bán Hàng, Quan H? Khách Hàng, Ti?p Th? T? V?n S?n Ph?m, Phát Tri?n ??i Tác",https://www.vietnamworks.com/nhan-vien-kinh-doanh-hang-gia-dung-ung-vien-khong-kinh-nghiem-duoc-dao-tao--1710538-jv?source=searchResults&searchType=2&placement=1710588&sortBy=date
Assistant Shopper Marketing,Công Ty TNHH Fonterra Brands Vi?t Nam,Th??ng L??ng,H? Chí Minh,18/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","FMCG, Trade Marketing, English, Posm Retail Display, Sales Marketing",https://www.vietnamworks.com/assistant-shopper-marketing-1726018-jv?source=searchResults&searchType=2&placement=1726068&sortBy=date
Senior Digital Marketing (Up to 1.200$) - M?ng Th?i Trang,Công Ty C? Ph?n Canifa,$500 - $1200,Hà N?i,06/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Facebook, Digital Performance, Fashion",https://www.vietnamworks.com/senior-digital-marketing-up-to-1-200-mang-thoi-trang--1722166-jv?source=searchResults&searchType=2&placement=1722216&sortBy=date
Digital Marketing Junior,"HDWEBSOFT Co., Ltd",Th??ng L??ng,H? Chí Minh,11/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Social Media, SEO, SEM, Digital Marketing, Digital Marketing Tools",https://www.vietnamworks.com/digital-marketing-junior--1713357-jv?source=searchResults&searchType=2&placement=1713407&sortBy=date
Chuyên Viên Ti?p Th? Liên K?t (Affiliate MKT),H? Th?ng Siêu Th? ?i?n Máy HC,Th??ng L??ng,Hà N?i,29/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Sàn Th??ng M?i ?i?n T?, Qu?n Lý Booking, Affiliate Marketing, Livestream, Content",https://www.vietnamworks.com/chuyen-vien-tiep-thi-lien-ket-affiliate-mkt-1720101-jv?source=searchResults&searchType=2&placement=1720151&sortBy=date
Tr??ng Nhóm Ph? Trách S?n Ph?m (Shpt),"Công Ty TNHH Thi?t B? Minh Tâm (Mitalab Co., Ltd)",Th??ng L??ng,Hà N?i,08/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Công Ngh? Sinh H?c, ?i?n T? Y Sinh, Xét Nghi?m Y T?, Marketing Y T?",https://www.vietnamworks.com/truong-nhom-phu-trach-san-pham-shpt-1711747-jv?source=searchResults&searchType=2&placement=1711797&sortBy=date
Nhân Viên Marketing,Công Ty TNHH ??c Minh,$329 - $618,Hà N?i,20/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","SEO, Truy?n Thông, Qu?ng Cáo, Adwords, Digital Marketing",https://www.vietnamworks.com/nhan-vien-marketing-1346--1715998-jv?source=searchResults&searchType=2&placement=1716048&sortBy=date
Social Marketing,Công Ty C? Ph?n Xây D?ng H?p L?c,Th??ng L??ng,Hà N?i,14/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Social Marketing, Social Media Marketing, Sáng T?o N?i Dung, Campaign Marketing, Insight Market Analysis",https://www.vietnamworks.com/social-marketing--1725226-jv?source=searchResults&searchType=2&placement=1725276&sortBy=date
Trade Marketing,Công Ty C? Ph?n Xây D?ng H?p L?c,Th??ng L??ng,Hà N?i,14/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Nghiên C?u Th? Tr??ng, ?ánh Giá ??i Th?, Phát Tri?n Chi?n L??c, Qu?ng Bá Th??ng Hi?u, Báo Cáo Kinh Doanh",https://www.vietnamworks.com/trade-marketing--1725257-jv?source=searchResults&searchType=2&placement=1725307&sortBy=date
Marketing Specialist / Manager (Nike),"Emers Vietnam Co., Ltd",Th??ng L??ng,H? Chí Minh,05/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","English, Marketing Campaign, Strategic Marketing Management, Attention to Details, Relationship Management",https://www.vietnamworks.com/marketing-specialist-manager-nike-1722013-jv?source=searchResults&searchType=2&placement=1722063&sortBy=date
Nhân Viên Ti?ng Trung,V?n Phòng ??i Di?n Bigo Technology Pte. LTD T?i Thành Ph? H? Chí Minh,Th??ng L??ng,H? Chí Minh,01/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Sáng T?o N?i Dung, Content, Xây D?ng Chi?n L??c N?i Dung, C?p Nh?t Xu H??ng, K? Ho?ch Truy?n Thông",https://www.vietnamworks.com/nhan-vien-tieng-trung--1721088-jv?source=searchResults&searchType=2&placement=1721138&sortBy=date
Account Supervisor (Activation & Event),Buzz Communication,$500 - $1000,H? Chí Minh,15/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Client Service Management, Event, Qu?ng Bá Ti?p Th?, Qu?ng Cáo Truy?n Thông S? Ki?n, T? Ch?c S? Ki?n",https://www.vietnamworks.com/account-supervisor-activation-event-1714634-jv?source=searchResults&searchType=2&placement=1714684&sortBy=date
Marketing Manager,Bin CORPORATION Group Vi?t Nam,Th??ng L??ng,H? Chí Minh,11/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Online Marketing, Social Media, English, Trade Marketing",https://www.vietnamworks.com/marketing-manager-1389--1723749-jv?source=searchResults&searchType=2&placement=1723799&sortBy=date
Chuyên Gia Marketing,Ngân Hàng TMCP ??i Chúng Vi?t Nam,$1000 - $2000,Hà N?i,08/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Development, Ti?p Th?, Truy?n Thông",https://www.vietnamworks.com/chuyen-gia-marketing--1723105-jv?source=searchResults&searchType=2&placement=1723155&sortBy=date
Chuyên Viên Marketing Và Phát Tri?n Th??ng Hi?u – Cv3 (Mã: Ptkd.mkt.cv3),Công Ty C? Ph?n Thanh Toán Qu?c Gia Vi?t Nam,Th??ng L??ng,Hà N?i,20/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Channel, Branding, Phát Tri?n Th??ng Hi?u, Qu?n Lý Th??ng Hi?u, H? Th?ng Nh?n Di?n Th??ng Hi?u",https://www.vietnamworks.com/chuyen-vien-marketing-va-phat-trien-thuong-hieu-cv3-ma-ptkd-mkt-cv3--1716349-jv?source=searchResults&searchType=2&placement=1716399&sortBy=date
Trade Category Manager,Masan Consumer Holdings,Th??ng L??ng,H? Chí Minh,06/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Trade Marketing, Trade Category Management, FMCG, Category Management, Channel Strategy",https://www.vietnamworks.com/trade-category-manager-11-1--1722262-jv?source=searchResults&searchType=2&placement=1722312&sortBy=date
Marketing,Công Ty C? Ph?n K-Beauty Worldwide Vi?t Nam,Th??ng L??ng,H? Chí Minh,06/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Content Marketing, Digital Marketing, SEO, Truy?n Thông, Qu?ng Cáo",https://www.vietnamworks.com/marketing--1718698-jv?source=searchResults&searchType=2&placement=1718748&sortBy=date
Chuyên Viên Digital Marketing,Công Ty CP B?t Gi?t Lix,Th??ng L??ng,H? Chí Minh,06/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Facebook Ads, Youtube Advertising, Tiktok Ads, Marketing Analytics",https://www.vietnamworks.com/chuyen-vien-digital-marketing--1722272-jv?source=searchResults&searchType=2&placement=1722322&sortBy=date
Technical SEO Specialist,The Away Group Viet Nam LTD,Th??ng L??ng,H? Chí Minh,06/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","SEO, Digital Marketing, Website, Content, Search Engine Optimization",https://www.vietnamworks.com/technical-seo-specialist-1722080-jv?source=searchResults&searchType=2&placement=1722130&sortBy=date
"Tr??ng Phòng Marketing (D??c Ph?m, Th? M?nh Kênh ETC)",Công Ty C? Ph?n D??c Ph?m V?nh Phúc,Th??ng L??ng,"Hà N?i, H? Chí Minh",06/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Planning, Marketing D??c Ph?m",https://www.vietnamworks.com/truong-phong-marketing-duoc-pham-the-manh-kenh-etc-1--1722163-jv?source=searchResults&searchType=2&placement=1722213&sortBy=date
Qu?n Lý Nhãn OTC (BM OTC),Công Ty C? Ph?n D??c Ph?m V?nh Phúc,Th??ng L??ng,Hà N?i,06/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông",Qu?n Lý S?n Ph?m,https://www.vietnamworks.com/quan-ly-nhan-otc-bm-otc-1722176-jv?source=searchResults&searchType=2&placement=1722226&sortBy=date
Chuyên Viên Phát Tri?n S?n Ph?m,Công Ty TNHH BIM & Xuka,Th??ng L??ng,H? Chí Minh,06/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Phát Tri?n S?n Ph?m, Food Product, Nghiên C?u, Công Ngh? Th?c Ph?m, Product Marketing",https://www.vietnamworks.com/chuyen-vien-phat-trien-san-pham-69-1722423-jv?source=searchResults&searchType=2&placement=1722473&sortBy=date
Nhân Viên Qu?n Lý S?n Ph?m Th?c Ph?m H?u C? (Product Marketing),Công Ty TNHH Vu An Foods,Th??ng L??ng,Hà N?i,06/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","FMCG, Kinh Doanh, Biotechnology, Pharmaceutics, Nghiên C?u S?n Ph?m",https://www.vietnamworks.com/nhan-vien-quan-ly-san-pham-thuc-pham-huu-co-product-marketing-1722277-jv?source=searchResults&searchType=2&placement=1722327&sortBy=date
Nhân Viên Kinh Doanh (L??ng C?ng + % Doanh S? + Th??ng ),Công Ty TNHH Wavelife,Th??ng L??ng,"Hà N?i, ?à N?ng, H? Chí Minh",06/12/2023,Tr??ng phòng,Kinh Doanh,"Kinh Doanh, Bán Hàng, Ti?p Th?, Thi?t B? V? Sinh, Qu?n Lý Nhà Phân Ph?i",https://www.vietnamworks.com/nhan-vien-kinh-doanh-luong-cung-doanh-so-thuong--1722276-jv?source=searchResults&searchType=2&placement=1722326&sortBy=date
Strategic Insight & Business Intelligence Specialist,Japan Tobacco International,Th??ng L??ng,H? Chí Minh,14/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Business Intelligence, SAP, Reporting, Power BI Microsoft",https://www.vietnamworks.com/strategic-insight-business-intelligence-specialist-1725311-jv?source=searchResults&searchType=2&placement=1725361&sortBy=date
Brand Manager,JTI (Vietnam) Pte Ltd.,Th??ng L??ng,H? Chí Minh,20/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Brand Management, FMCG, Stakeholder Management, Portfolio Management",https://www.vietnamworks.com/brand-manager-557--1716262-jv?source=searchResults&searchType=2&placement=1716312&sortBy=date
Sale Specialist In Digital Marketing [Oversea Job In Kuala Lumpur],Tdcx Malaysia SDN. BHD,T? $1000,Qu?c t?,01/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Sales Funnel Optimization, Sales Oriented, Marketing Tr?c Tuy?n, Consulting",https://www.vietnamworks.com/sale-specialist-in-digital-marketing-oversea-job-in-kuala-lumpur-1721327-jv?source=searchResults&searchType=2&placement=1721377&sortBy=date
Brand Manager,Golden Gate Trade & Service JSC,Th??ng L??ng,Hà N?i,13/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Planning, Brand Management, Kh?o Sát Th? Tr??ng, Chi?n L??c Truy?n Thông, Qu?n Lý Nhãn Hàng",https://www.vietnamworks.com/brand-manager-556-2--1724759-jv?source=searchResults&searchType=2&placement=1724809&sortBy=date
PR & Marketing Manager,Công Ty TNHH Lock&Lock HCM,Th??ng L??ng,H? Chí Minh,22/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Planning, Event Planning, PR Content, Marketing Strategy, Market Research",https://www.vietnamworks.com/pr-marketing-manager--1717431-jv?source=searchResults&searchType=2&placement=1717481&sortBy=date
Performance Marketing Manager (Gaming Industry),Công Ty TNHH Athena Studio,$2000 - $3000,H? Chí Minh,22/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Google Ads Planner, Mobile Ad Network, Growth Hacking, Performance Marketing",https://www.vietnamworks.com/performance-marketing-manager-gaming-industry--1717223-jv?source=searchResults&searchType=2&placement=1717273&sortBy=date
Chuyên Viên SEO,SmartOSC,Th??ng L??ng,Hà N?i,08/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","SEO, Keyword Research, site analysis, Search Analysis, SEO &amp; Marketing",https://www.vietnamworks.com/chuyen-vien-seo--1723286-jv?source=searchResults&searchType=2&placement=1723336&sortBy=date
Digital Marketing Executive,RT Holdings,Th??ng L??ng,H? Chí Minh,05/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Online Marketing, SEO, Social Media",https://www.vietnamworks.com/digital-marketing-executive-609--1721879-jv?source=searchResults&searchType=2&placement=1721929&sortBy=date
"[Hanoi] Assistant Manager, Marketing (Real Estate Background is preferred)",Frasers Property Vietnam,Th??ng L??ng,Hà N?i,05/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Real Estate, Communication Marketing, Agency Relationship Management, Marketing Planning, Industrial Park",https://www.vietnamworks.com/hanoi-assistant-manager-marketing-real-estate-background-is-preferred--1721975-jv?source=searchResults&searchType=2&placement=1722025&sortBy=date
Product Marketing Assistant Manager,Home Credit Vietnam - Explore Your Dream Team,Th??ng L??ng,H? Chí Minh,05/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Product Marketing, Digital Marketing, User Experience",https://www.vietnamworks.com/product-marketing-assistant-manager--1722137-jv?source=searchResults&searchType=2&placement=1722187&sortBy=date
Marketing Manager,Công Ty TNHH Instanta Vi?t Nam,Th??ng L??ng,H?i Phòng,24/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","FMCG, English, Budget Tracking, Digital Marketing, Trade Marketing",https://www.vietnamworks.com/marketing-manager-1377--1718310-jv?source=searchResults&searchType=2&placement=1718360&sortBy=date
Marketing Specialist,Maple Labs,$700 - $1500,H? Chí Minh,24/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Google Ads, Facebook Marketing, Mobile Ads, Analytic Skill",https://www.vietnamworks.com/marketing-specialist--1705964-jv?source=searchResults&searchType=2&placement=1706014&sortBy=date
Multibrand Ecom Marcom Lead,Tam Son International Joint Stock Company,Th??ng L??ng,Hà N?i,08/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","E-commerce, Digital Marketing, Data-Driven, Marketing Strategy, Customer Engagement",https://www.vietnamworks.com/multibrand-ecom-marcom-lead-1723380-jv?source=searchResults&searchType=2&placement=1723430&sortBy=date
"Product Content Specialist (Lingerie Brand, US Market)",Công Ty TNHH Công Ngh? Và Gi?i Pháp Ph?n M?m Crossian,Th??ng L??ng,Hà N?i,05/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Copywriting, Digital Marketing, Facebook Ads, Product Marketing, English",https://www.vietnamworks.com/product-content-specialist-lingerie-brand-us-market--1721881-jv?source=searchResults&searchType=2&placement=1721931&sortBy=date
Tr??ng Nhóm/ Phó Phòng Digital Marketing (Làm Vi?c T?i Media Agency),Taj Vi?t Nam,Th??ng L??ng,Hà N?i,08/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Truy?n Thông, Media",https://www.vietnamworks.com/truong-nhom-pho-phong-digital-marketing-lam-viec-tai-media-agency-1723119-jv?source=searchResults&searchType=2&placement=1723169&sortBy=date
"Account Manager (Sales IT, Blockchain)",Lotus Soft,$900 - $1500,H? Chí Minh,05/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Blockchain, Kinh Doanh, Tìm Ki?m Khách Hàng, Bán Hàng, Ti?ng Anh",https://www.vietnamworks.com/account-manager-sales-it-blockchain-2-1-1--1721692-jv?source=searchResults&searchType=2&placement=1721742&sortBy=date
Nhân Viên Phát Tri?n S?n Ph?m (Làm Vi?c T?i H?i Phòng) - ?u Tiên Nam,"Kokuyo Vietnam Trading Co.,ltd",Th??ng L??ng,H?i Phòng,08/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông",L?p K? Ho?ch,https://www.vietnamworks.com/nhan-vien-phat-trien-san-pham-lam-viec-tai-hai-phong-uu-tien-nam--1723395-jv?source=searchResults&searchType=2&placement=1723445&sortBy=date
Tr??ng Chi Nhánh,PPP Laser Clinic Viet Nam,Th??ng L??ng,"H? Chí Minh, ?à N?ng, Hà N?i",08/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Th?m M?, Th?m M? Làm ??p, M? Ph?m, Th?i Trang Cao C?p, Clinics",https://www.vietnamworks.com/truong-chi-nhanh--1714098-jv?source=searchResults&searchType=2&placement=1714148&sortBy=date
Key Account Manager (Thu Nh?p H?p D?n 25Tr/tháng + Th??ng % Theo Profit D? Án),Công Ty TNHH Truy?n Thông Winwin,T?i $1500,H? Chí Minh,08/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Business Development, Key Acccount Management, Quan H? Khách Hàng, Account Management",https://www.vietnamworks.com/key-account-manager-thu-nhap-hap-dan-25tr-thang-thuong-theo-profit-du-an--1723406-jv?source=searchResults&searchType=2&placement=1723456&sortBy=date
Chuyên Viên Marketing (M?c L??ng Upto 40M),Công Ty C? Ph?n HTC Vi?n Thông Qu?c T?,$1000 - $1500,Hà N?i,15/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, L?p K? Ho?ch Marketing, Qu?n Lý Ngân Sách, Truy?n Thông, Agency Coordination",https://www.vietnamworks.com/chuyen-vien-marketing-muc-luong-upto-40m-1725696-jv?source=searchResults&searchType=2&placement=1725746&sortBy=date
Leader Marketing,Công Ty C? Ph?n Ultd Th?nh Phát (Kính M?t Lily),$1000 - $1250,Hà N?i,24/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Development, Truy?n Thông, Trade Marketing, SEO, Digital Marketing",https://www.vietnamworks.com/leader-marketing-25-1718370-jv?source=searchResults&searchType=2&placement=1718420&sortBy=date
Nhân Viên Marketing/ Sale,Công Ty TNHH Th??ng M?i Và D?ch V? Xu?t Nh?p Kh?u Liên Minh,Th??ng L??ng,H?i Phòng,04/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Qu?ng Bá S?n Ph?m, L?p K? Ho?ch Marketing, Marketing Campaign, Phát Tri?n Khách Hàng, Chu?n B? Báo Giá",https://www.vietnamworks.com/nhan-vien-marketing-sale--1721743-jv?source=searchResults&searchType=2&placement=1721793&sortBy=date
Brand Manager,Con Cung Joint Stock Company,Th??ng L??ng,H? Chí Minh,24/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Brand Management, Brand Development, Retail, FMCG, Branding Marketer",https://www.vietnamworks.com/brand-manager-473-1-1-1-1-1-2--1718285-jv?source=searchResults&searchType=2&placement=1718335&sortBy=date
Giám ??c Kinh Doanh Mi?n B?c,Công Ty CP ?á Th?ch Anh Khang Minh,Th??ng L??ng,Hà N?i,15/12/2023,Giám ??c và C?p Cao H?n,Kinh Doanh,"Qu?n Lý Kinh Doanh, Phát Tri?n ??i Ng? Kinh Doanh, Ch?m Sóc Khách Hàng, Ti?p Th? Kinh Doanh, Bán Hàng",https://www.vietnamworks.com/giam-doc-kinh-doanh-mien-bac--1725782-jv?source=searchResults&searchType=2&placement=1725832&sortBy=date
Tr??ng Phòng Marketing,Công Ty CP ?á Th?ch Anh Khang Minh,Th??ng L??ng,Hà N?i,15/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Qu?n Lý ??i Ng? Marketing, Qu?n Tr? N?i Dung Website, T? V?n Chi?n L??c Marketing, Digital Marketing, Chi?n D?ch Truy?n Thông",https://www.vietnamworks.com/truong-phong-marketing--1725770-jv?source=searchResults&searchType=2&placement=1725820&sortBy=dat
Digital Marketing,Công Ty TNHH Giáo D?c Ch?n Thanh - Arkki,$800 - $1000,H? Chí Minh,01/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Giáo D?c, Content, Social Media, Marketing Management",https://www.vietnamworks.com/digital-marketing--1720829-jv?source=searchResults&searchType=2&placement=1720929&sortBy=date
Nhân Viên Marketing,Công Ty TNHH ECO Siberia Vi?t Nam,$400 - $900,Hà N?i,15/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Content SEO, Truy?n Thông N?i B?, Biên T?p N?i Dung, Event Marketing, Sáng T?o N?i Dung",https://www.vietnamworks.com/nhan-vien-marketing--1725627-jv?source=searchResults&searchType=2&placement=1725727&sortBy=date
Marketing Manager,Sanofi,Th??ng L??ng,H? Chí Minh,08/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","English, Brand Management, Product Launch, Stakeholder Management, Marketing Budget Management",https://www.vietnamworks.com/marketing-manager--1723251-jv?source=searchResults&searchType=2&placement=1723351&sortBy=date
Marketing Manager,Công Ty TNHH Tozai Distribution,$1000 - $1300,H? Chí Minh,15/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Management, Digital Marketing, FMCG, Marketing và Branding, Trade Marketing",https://www.vietnamworks.com/marketing-manager-1332--1714020-jv?source=searchResults&searchType=2&placement=1714120&sortBy=date
"Senior Account Executive (M?ng Truy?n Thông, S? Ki?n)",Taj Vi?t Nam,Th??ng L??ng,Hà N?i,24/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Qu?n Lý D? Án, Quan H? ??i Ngo?i, Chi?n L??c Truy?n Thông, Phát Tri?n ??i Tác",https://www.vietnamworks.com/senior-account-executive-mang-truyen-thong-su-kien-1718110-jv?source=searchResults&searchType=2&placement=1718210&sortBy=date
Account Manager (Thành th?o Ti?ng Trung),"Zwsoft Vietnam Co., Ltd.",Th??ng L??ng,H? Chí Minh,15/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Tìm Ki?m Khách Hàng, Phát Tri?n Kinh Doanh, Kinh Doanh Ph?n M?m, CAD Software, Bán Hàng K? Thu?t",https://www.vietnamworks.com/account-manager-thanh-thao-tieng-trung-1725499-jv?source=searchResults&searchType=2&placement=1725599&sortBy=date
Sales & Marketing Manager - FMCG Category,Con Cung Joint Stock Company,Th??ng L??ng,H? Chí Minh,24/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Campaign Strategy Development, Sales Strategy, Product Management, FMCG, Category Management",https://www.vietnamworks.com/sales-marketing-manager-fmcg-category-4-1-1-1--1718314-jv?source=searchResults&searchType=2&placement=1718414&sortBy=date
Tr??ng Phòng Marketing,Công Ty C? Ph?n Nhân L?c Qu?c T? Ang,$800 - $1200,Hà N?i,24/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Management, Marketing Online, Facebook Ads, Google Ads, Google Adwords",https://www.vietnamworks.com/truong-phong-marketing--1718139-jv?source=searchResults&searchType=2&placement=1718239&sortBy=date
Junior Marketing Officer– Lynden Group,Công Ty TNHH Lynden Vi?t Nam,Th??ng L??ng,"H? Chí Minh, Hà N?i, Th?a Thiên Hu?",24/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Google Ads, Data Analysis, English, Digital Marketing, Reporting",https://www.vietnamworks.com/junior-marketing-officer-lynden-group-1718125-jv?source=searchResults&searchType=2&placement=1718225&sortBy=date
